,taxon_name_w_authors,201905_accepted_name_w_author,202212_taxon_name_w_authors,202212_chained_accepted_name_w_author,202212_chained_accepted_species,202212_direct_accepted_name_w_author,202212_direct_accepted_species,202212_chained_accepted_genus,202212_direct_accepted_genus
2293,Hieracium semiglabratum Comm. ex Fr.,Hieracium commersonii Monnier,Hieracium commersonii Monnier,Hieracium commersonii Monnier,Hieracium commersonii,Pilosella semiglabrata Sch.Bip. & F.W.Schultz,Pilosella semiglabrata,Hieracium,Pilosella
2319,Dichrocephala paniculata Miq.,Myriactis wightii DC.,Myriactis wightii DC.,Myriactis wightii DC.,Myriactis wightii,Dichrocephala integrifolia subsp. integrifolia (L.f.) Kuntze,Dichrocephala integrifolia,Myriactis,Dichrocephala
2437,Zollikoferiastrum polycladum (Boiss.) Kamelin,Lactuca polyclada Boiss.,Lactuca polyclada Boiss.,Lactuca polyclada Boiss.,Lactuca polyclada,"Melanoseris polyclada (Boiss.) Akhani, N.Kilian & Sennikov",Melanoseris polyclada,Lactuca,Melanoseris
2552,Erigeron myosotis J.Rémy,Inula ciliaris (Miq.) Maxim.,Inula ciliaris (Miq.) Maxim.,Inula ciliaris (Miq.) Maxim.,Inula ciliaris,Erigeron myosotis Pers.,Erigeron myosotis,Inula,Erigeron
2724,Pyrethrum trichophyllum Sosn.,Tanacetum tricholobum (Sosn. ex Manden.) Chandjian,Tanacetum tricholobum (Sosn. ex Manden.) Chandjian,Tanacetum tricholobum (Sosn. ex Manden.) Chandjian,Tanacetum tricholobum,Pseudohandelia umbellifera (Boiss.) Tzvelev,Pseudohandelia umbellifera,Tanacetum,Pseudohandelia
2734,Lucilia burkartii (Cabrera) S.E.Freire,Luciliocline burkartii (Cabrera) Anderb. & S.E.Freire,Luciliocline burkartii (Cabrera) Anderb. & S.E.Freire,Luciliocline burkartii (Cabrera) Anderb. & S.E.Freire,Luciliocline burkartii,"Mniodes burkartii (Cabrera) S.E.Freire, Chemisquy, Anderb. & Urtubey",Mniodes burkartii,Luciliocline,Mniodes
2736,Cacalia thunbergii Nakai,Senecio syneilesis Franch. & Sav.,Senecio syneilesis Franch. & Sav.,Japonicalia delphiniifolia (Siebold & Zucc.) C.Ren & Q.E.Yang,Japonicalia delphiniifolia,Syneilesis palmata Maxim.,Syneilesis palmata,Japonicalia,Syneilesis
2812,Matricaria tempskyana (Freyn & Sint.) Rauschert,Tripleurospermum tempskyanum (Freyn & Sint.) Hayek,Tripleurospermum tempskyanum (Freyn & Sint.) Hayek,Tripleurospermum tempskyanum (Freyn & Sint.) Hayek,Tripleurospermum tempskyanum,Anthemis cretica subsp. iberica (M.Bieb.) Grierson,Anthemis cretica,Tripleurospermum,Anthemis
2821,Anthemis diffusa Salzm. ex DC.,Cota coelopoda (Boiss.) Boiss.,Cota coelopoda (Boiss.) Boiss.,Cota coelopoda (Boiss.) Boiss.,Cota coelopoda,Anthemis arvensis subsp. arvensis L.,Anthemis arvensis,Cota,Anthemis
3262,Vernonia macahensis Glaz. ex G.M.Barroso,Lessingianthus lacunosus (Mart. ex DC.) H.Rob.,Lessingianthus lacunosus (Mart. ex DC.) H.Rob.,Lessingianthus lacunosus (Mart. ex DC.) H.Rob.,Lessingianthus lacunosus,Lepidaploa macahensis (Glaz. ex G.M.Barroso) H.Rob.,Lepidaploa macahensis,Lessingianthus,Lepidaploa
3300,Microrhynchus patens DC.,Launaea procumbens (Roxb.) Ramayya & Rajagopal,Launaea procumbens (Roxb.) Ramayya & Rajagopal,Launaea procumbens (Roxb.) Amin,Launaea procumbens,Lactuca indica L.,Lactuca indica,Launaea,Lactuca
3375,Monticalia masonhalei (Ruíz-Terán & López-Fig.) C.Jeffrey,Pentacalia mason-halei (Ruíz-Terán & López-Fig.) Cuatrec.,Pentacalia mason-halei (Ruíz-Terán & López-Fig.) Cuatrec.,Pentacalia mason-halei (Ruíz-Terán & López-Fig.) Cuatrec.,Pentacalia mason-halei,Monticalia masonhalei (Ruíz-Terán & López-Fig.) C.Jeffrey,Monticalia masonhalei,Pentacalia,Monticalia
3575,Felicia karooica Compton,Felicia lasiocarpa DC.,Felicia lasiocarpa DC.,Felicia lasiocarpa DC.,Felicia lasiocarpa,Mairia lasiocarpa DC.,Mairia lasiocarpa,Felicia,Mairia
3635,Erechtites hispidula (A.Rich.) DC.,Senecio hispidulus A.Rich.,Senecio hispidulus A.Rich.,Senecio hispidulus A.Rich.,Senecio hispidulus,Erechtites hispidula (A.Rich.) DC.,Erechtites hispidula,Senecio,Erechtites
3641,Gnaphalium helianthemifolium Burm.f.,Plecostachys serpyllifolia (P.J.Bergius) Hilliard & B.L.Burtt,Plecostachys serpyllifolia (P.J.Bergius) Hilliard & B.L.Burtt,Plecostachys serpyllifolia (P.J.Bergius) Hilliard & B.L.Burtt,Plecostachys serpyllifolia,Helichrysum helianthemifolium D.Don ex G.Don,Helichrysum helianthemifolium,Plecostachys,Helichrysum
3650,Euryops athanasiae (L.f.) Harv.,Euryops speciosissimus DC.,Euryops speciosissimus DC.,Euryops speciosissimus DC.,Euryops speciosissimus,Othonna daucifolia J.C.Manning & Goldblatt,Othonna daucifolia,Euryops,Othonna
3710,Erigeron tenuifolius Sch.Bip.,Galatella linosyris (L.) Rchb.f.,Galatella linosyris (L.) Rchb.f.,Galatella linosyris (L.) Rchb.f.,Galatella linosyris,Chrysocoma ciliata L.,Chrysocoma ciliata,Galatella,Chrysocoma
3936,Artemisia corymbosa Fisch. ex Besser,Artemisia sieberi Besser,Artemisia sieberi Besser,Seriphidium sieberi (Besser) K.Bremer & Humphries ex Y.R.Ling,Seriphidium sieberi,Artemisia glomerata Ledeb.,Artemisia glomerata,Seriphidium,Artemisia
3988,Blumea microphylla Chiov.,Pluchea somaliensis (Thell.) Thulin,Pluchea somaliensis (Thell.) Thulin,Pluchea somaliensis (Thell.) Thulin,Pluchea somaliensis,Pseudoconyza viscosa (Mill.) D'Arcy,Pseudoconyza viscosa,Pluchea,Pseudoconyza
4028,Mulgedium leucophaeum DC.,Lactuca biennis (Moench) Fernald,Lactuca biennis (Moench) Fernald,Lactuca biennis (Moench) Fernald,Lactuca biennis,Cicerbita alpina Wallr.,Cicerbita alpina,Lactuca,Cicerbita
4085,Gochnatia discoidea (Less.) Cabrera,Bahianthus viscosus (Spreng.) R.M.King & H.Rob.,Bahianthus viscosus (Spreng.) R.M.King & H.Rob.,Bahianthus viscosus (Spreng.) R.M.King & H.Rob.,Bahianthus viscosus,Richterago discoidea (Less.) Kuntze,Richterago discoidea,Bahianthus,Richterago
4355,Aster iinumae Kitam.,Aster iinumae Kitam. ex Hara,Aster iinumae Kitam. ex Hara,Machaeranthera tanacetifolia (Kunth) Nees,Machaeranthera tanacetifolia,Aster pinnatifidus (Matsumura) Makino,Aster pinnatifidus,Machaeranthera,Aster
4483,Gnaphalium acilepis DC.,Gnaphalium vestitum Thunb.,Gnaphalium vestitum Thunb.,Trichogyne repens (L.) Anderb.,Trichogyne repens,Syncarpha vestita (L.) B.Nord.,Syncarpha vestita,Trichogyne,Syncarpha
4661,Vernonia ruwenzoriensis S.Moore,"Baccharoides calvoana subsp. ruwenzoriensis (C.Jeffrey) Isawumi, El-Ghazaly & B.Nord.","Baccharoides calvoana subsp. ruwenzoriensis (C.Jeffrey) Isawumi, El-Ghazaly & B.Nord.","Baccharoides calvoana subsp. ruwenzoriensis (C.Jeffrey) Isawumi, El-Ghazaly & B.Nord.",Baccharoides calvoana,Vernonia ruwenzoriensis S.Moore,Vernonia ruwenzoriensis,Baccharoides,Vernonia
4727,Gnaphaliothamnus durangensis G.L.Nesom,Chionolaena durangensis (G.L.Nesom) G.L.Nesom,Chionolaena durangensis (G.L.Nesom) G.L.Nesom,Chionolaena durangensis (G.L.Nesom) G.L.Nesom,Chionolaena durangensis,Gnaphaliothamnus durangensis G.L.Nesom,Gnaphaliothamnus durangensis,Chionolaena,Gnaphaliothamnus
4804,Vernonia platylepis Drake,Gymnanthemum platylepis (Drake) H.Rob.,Gymnanthemum platylepis (Drake) H.Rob.,Gymnanthemum platylepis (Drake) H.Rob.,Gymnanthemum platylepis,Vernonia platylepis Drake,Vernonia platylepis,Gymnanthemum,Vernonia
4906,Calais parryi A.Gray,Microseris heterocarpa (Nutt.) K.L.Chambers,Microseris heterocarpa (Nutt.) K.L.Chambers,Microseris heterocarpa (Nutt.) K.L.Chambers,Microseris heterocarpa,Malacothrix clevelandii A.Gray,Malacothrix clevelandii,Microseris,Malacothrix
5013,Sonchus calyculatus Roxb. ex DC.,Launaea intybacea (Jacq.) Beauverd,Launaea intybacea (Jacq.) Beauverd,Launaea intybacea (Jacq.) Beauverd,Launaea intybacea,Lactuca indica L.,Lactuca indica,Launaea,Lactuca
5053,Artemisia ambigua Thunb.,Seriphium plumosum L.,Seriphium plumosum L.,Seriphium plumosum L.,Seriphium plumosum,Artemisia campestris subsp. borealis H.M.Hall & Clem.,Artemisia campestris,Seriphium,Artemisia
5154,Pseudognaphalium melanosphaeroides (Sch.Bip. ex Wedd.) Anderb.,Gnaphalium melanosphaeroides Sch.Bip. ex Wedd.,Gnaphalium melanosphaeroides Sch.Bip. ex Wedd.,Gnaphalium melanosphaeroides Sch.Bip. ex Wedd.,Gnaphalium melanosphaeroides,Pseudognaphalium melanosphaeroides (Sch.Bip. ex Wedd.) Anderb.,Pseudognaphalium melanosphaeroides,Gnaphalium,Pseudognaphalium
5255,Lactuca leucophaea A.Gray,Lactuca biennis (Moench) Fernald,Lactuca biennis (Moench) Fernald,Lactuca biennis (Moench) Fernald,Lactuca biennis,Cicerbita alpina Wallr.,Cicerbita alpina,Lactuca,Cicerbita
5301,Gnaphaliothamnus concinnus (A.Gray) G.L.Nesom,Chionolaena concinna (A.Gray) Anderb. & S.E.Freire,Chionolaena concinna (A.Gray) Anderb. & S.E.Freire,Chionolaena concinna (A.Gray) Anderb. & S.E.Freire,Chionolaena concinna,Gnaphaliothamnus concinnus (A.Gray) G.L.Nesom,Gnaphaliothamnus concinnus,Chionolaena,Gnaphaliothamnus
5319,Gymnolomia latibracteata Hemsl.,Viguiera latibracteata (Hemsl.) S.F.Blake,Viguiera latibracteata (Hemsl.) S.F.Blake,Viguiera latibracteata (Hemsl.) S.F.Blake,Viguiera latibracteata,Aldama latibracteata (Hemsl.) E.E.Schill. & Panero,Aldama latibracteata,Viguiera,Aldama
5389,Anastraphia pauciflosculosa C.Wright ex Hitchc.,Gochnatia paucifloscula (C.Wright ex Hitchc.) Jervis ex Cabrera,Gochnatia paucifloscula (C.Wright ex Hitchc.) Jervis ex Cabrera,Gochnatia paucifloscula (C.Wright ex Hitchc.) Jervis ex Cabrera,Gochnatia paucifloscula,Anastraphia pauciflosculosa C.Wright ex Hitchc.,Anastraphia pauciflosculosa,Gochnatia,Anastraphia
5393,Gnaphalium gallicum Wohll.,Filago arvensis L.,Filago arvensis L.,Filago arvensis L.,Filago arvensis,Logfia minima Dumort.,Logfia minima,Filago,Logfia
5569,Cassinia vauvilliersii Hook.f.,Ozothamnus leptophyllus (G.Forst.) Breitw. & J.M.Ward,Ozothamnus leptophyllus (G.Forst.) Breitw. & J.M.Ward,Ozothamnus leptophyllus (G.Forst.) Breitw. & J.M.Ward,Ozothamnus leptophyllus,Cassinia vauvilliersii Hook.f.,Cassinia vauvilliersii,Ozothamnus,Cassinia
5664,Saussurea decurrens Hemsl.,Himalaiella chenopodiifolia (Klatt) Raab-Straube,Himalaiella chenopodiifolia (Klatt) Raab-Straube,Himalaiella chenopodiifolia (Klatt) Raab-Straube,Himalaiella chenopodiifolia,Saussurea hemsleyi Lipsch.,Saussurea hemsleyi,Himalaiella,Saussurea
5695,Erigeron falcatus D.Don,Conyza leucantha (D.Don) Ludlow & P.H.Raven,Conyza leucantha (D.Don) Ludlow & P.H.Raven,Eschenbachia leucantha (D.Don) Brouillet,Eschenbachia leucantha,Blumea flava DC.,Blumea flava,Eschenbachia,Blumea
5711,Clomenocoma laciniata Rydb.,Adenophyllum cooperi (A.Gray) Strother,Adenophyllum cooperi (A.Gray) Strother,Adenophyllum cooperi (A.Gray) Strother,Adenophyllum cooperi,Comaclinium montanum (Benth.) Strother,Comaclinium montanum,Adenophyllum,Comaclinium
5749,Neurolaena tenuifolia Sch.Bip. ex Klatt,Bartlettina karwinskiana (DC.) R.M.King & H.Rob.,Bartlettina karwinskiana (DC.) R.M.King & H.Rob.,Bartlettina karwinskiana (DC.) R.M.King & H.Rob.,Bartlettina karwinskiana,Jaumea carnosa A.Gray,Jaumea carnosa,Bartlettina,Jaumea
5818,Neja pinifolia (Poir.) G.L.Nesom,Hysterionica pinifolia (Poir.) Baker,Hysterionica pinifolia (Poir.) Baker,Hysterionica pinifolia (Poir.) Baker,Hysterionica pinifolia,Neja pinifolia (Poir.) G.L.Nesom,Neja pinifolia,Hysterionica,Neja
6000,Chuquiraga johnstonii Tovar,Barnadesia dombeyana Less.,Barnadesia dombeyana Less.,Barnadesia dombeyana Less.,Barnadesia dombeyana,Chuquiraga johnstonii Tovar,Chuquiraga johnstonii,Barnadesia,Chuquiraga
6062,Cineraria heuffelii Hoppe ex Nyman,Senecio lugens Richardson,Senecio lugens Richardson,Senecio lugens Richardson,Senecio lugens,Tephroseris integrifolia subsp. integrifolia (L.) Holub,Tephroseris integrifolia,Senecio,Tephroseris
6120,Lactuca klossii S.Moore,Crepis lignea (Vaniot) Babc.,Crepis lignea (Vaniot) Babc.,Crepis lignea (Vaniot) Babc.,Crepis lignea,Lactuca klossii S.Moore,Lactuca klossii,Crepis,Lactuca
6188,Serratula inermis Poir.,Serratula tinctoria L.,Serratula tinctoria L.,Serratula tinctoria L.,Serratula tinctoria,Leuzea centauroides (L.) Holub,Leuzea centauroides,Serratula,Leuzea
6333,Eupatorium adamantium Gardner,Dimerostemma reitzii (H.Rob.) M.D.Moraes,Dimerostemma reitzii (H.Rob.) M.D.Moraes,Dimerostemma reitzii (H.Rob.) M.D.Moraes,Dimerostemma reitzii,Koanophyllon adamantium (Gardner) R.M.King & H.Rob.,Koanophyllon adamantium,Dimerostemma,Koanophyllon
6474,Viguiera brevifolia Greenm.,Viguiera dentata (Cav.) Spreng.,Viguiera dentata (Cav.) Spreng.,Viguiera dentata (Cav.) Spreng.,Viguiera dentata,Calanticaria brevifolia (Greenm.) E.E.Schill. & Panero,Calanticaria brevifolia,Viguiera,Calanticaria
6582,Conyza ivifolia Burm.f.,Erigeron bonariensis L.,Erigeron bonariensis L.,Erigeron bonariensis L.,Erigeron bonariensis,Cyanthillium cinereum (L.) H.Rob.,Cyanthillium cinereum,Erigeron,Cyanthillium
6590,Vernonia divulgata S.Moore,Vernonella praecox (Welw. ex O.Hoffm.) H.Rob. & Skvarla,Vernonella praecox (Welw. ex O.Hoffm.) H.Rob. & Skvarla,Vernonella praecox (Welw. ex O.Hoffm.) H.Rob. & Skvarla,Vernonella praecox,Vernonia divulgata S.Moore,Vernonia divulgata,Vernonella,Vernonia
6681,Baeria curta A.Gray,Lasthenia californica DC. ex Lindl.,Lasthenia californica DC. ex Lindl.,Lasthenia californica DC. ex Lindl.,Lasthenia californica,Chaenactis glabriuscula DC.,Chaenactis glabriuscula,Lasthenia,Chaenactis
6690,Blumea hymenophylla DC.,Blumea lacera (Burm.f.) DC.,Blumea lacera (Burm.f.) DC.,Blumea lacera (Burm.f.) DC.,Blumea lacera,Pluchea paniculata (Willd.) Karthik. & Moorthy,Pluchea paniculata,Blumea,Pluchea
7111,Hieracium tubulosum (Tausch) Tausch,Hieracium alpinum subsp. tubulosum (Tausch) Zahn,Hieracium alpinum subsp. tubulosum (Tausch) Zahn,Hieracium alpinum subsp. tubulosum (Tausch) Zahn,Hieracium alpinum,Schlagintweitia intybacea (All.) Griseb.,Schlagintweitia intybacea,Hieracium,Schlagintweitia
7114,Gnaphalium standleyi Steyerm.,Pseudognaphalium standleyi (Steyerm.) G.L.Nesom,Pseudognaphalium standleyi (Steyerm.) G.L.Nesom,Pseudognaphalium standleyi (Steyerm.) G.L.Nesom,Pseudognaphalium standleyi,Gamochaeta standleyi (Steyerm.) G.L.Nesom,Gamochaeta standleyi,Pseudognaphalium,Gamochaeta
7320,Coreopsis fruticosa Vest,Bidens australis Spreng.,Bidens australis Spreng.,Bidens micrantha subsp. micrantha Gaudich.,Bidens micrantha,Lasianthaea fruticosa (L.) K.M.Becker,Lasianthaea fruticosa,Bidens,Lasianthaea
7377,Anastraphia bahamensis Urb.,Gochnatia paucifloscula (C.Wright ex Hitchc.) Jervis ex Cabrera,Gochnatia paucifloscula (C.Wright ex Hitchc.) Jervis ex Cabrera,Gochnatia paucifloscula (C.Wright ex Hitchc.) Jervis ex Cabrera,Gochnatia paucifloscula,Anastraphia pauciflosculosa C.Wright ex Hitchc.,Anastraphia pauciflosculosa,Gochnatia,Anastraphia
7526,Diplopappus dubius Cass.,Bellis annua L.,Bellis annua L.,Bellis annua L.,Bellis annua,Erigeron annuus (L.) Pers.,Erigeron annuus,Bellis,Erigeron
7535,Helianthus canescens (A.Gray) S.Watson,Helianthus petiolaris var. canescens A.Gray,Helianthus petiolaris var. canescens A.Gray,Helianthus petiolaris var. canescens A.Gray,Helianthus petiolaris,Aldama incana (Pers.) E.E.Schill. & Panero,Aldama incana,Helianthus,Aldama
7621,Elytropappus cernuus (Thunb.) Fourc.,Dicerothamnus rhinocerotis (L.f.) Koek.,Dicerothamnus rhinocerotis (L.f.) Koek.,Dicerothamnus rhinocerotis (L.f.) Koek.,Dicerothamnus rhinocerotis,Elytropappus rhinocerotis Less.,Elytropappus rhinocerotis,Dicerothamnus,Elytropappus
7653,Anthemis cota Sm.,Chamaemelum mixta All.,Chamaemelum mixta All.,Chamaemelum mixta All.,Chamaemelum mixta,Cladanthus mixtus (L.) Chevall.,Cladanthus mixtus,Chamaemelum,Cladanthus
7697,Kaulfussia strigosa A.Spreng.,Felicia ovata (Thunb.) Compton,Felicia ovata (Thunb.) Compton,Felicia ovata (Thunb.) Compton,Felicia ovata,Amellus strigosus Less.,Amellus strigosus,Felicia,Amellus
7788,Brephocton cuneatum Raf.,Baccharis conferta Kunth,Baccharis conferta Kunth,Baccharis conferta Kunth,Baccharis conferta,Rochonia cuneata DC.,Rochonia cuneata,Baccharis,Rochonia
8137,Lucilia violacea Wedd.,Belloa kunthiana (DC.) Anderb. & S.E.Freire,Belloa kunthiana (DC.) Anderb. & S.E.Freire,Belloa kunthiana (DC.) Anderb. & S.E.Freire,Belloa kunthiana,Lucilia kunthiana (DC.) Zardini,Lucilia kunthiana,Belloa,Lucilia
8333,Dendranthema arcticum (L.) Tzvelev,Arctanthemum arcticum (L.) Tzvelev,Arctanthemum arcticum (L.) Tzvelev,Arctanthemum arcticum (L.) Tzvelev,Arctanthemum arcticum,Chrysanthemum arcticum subsp. arcticum L.,Chrysanthemum arcticum,Arctanthemum,Chrysanthemum
8348,Vernonia onopordioides Baker,Vernonanthura mucronulata (Less.) H.Rob.,Vernonanthura mucronulata (Less.) H.Rob.,Vernonanthura mucronulata (Less.) H.Rob.,Vernonanthura mucronulata,Lessingianthus onopordioides (Baker) H.Rob.,Lessingianthus onopordioides,Vernonanthura,Lessingianthus
