,taxon_name_w_authors,202112_accepted_name_w_author,202412_taxon_name_w_authors,202412_chained_accepted_name_w_author,202412_chained_accepted_species,202412_direct_accepted_name_w_author,202412_direct_accepted_species,202412_chained_accepted_genus,202412_direct_accepted_genus
764,Proustia vanillosma C.Wright,Berylsimpsonia vanillosma (C.Wright) B.L.Turner,Berylsimpsonia vanillosma (C.Wright) B.L.Turner,Berylsimpsonia vanillosma (C.Wright) B.L.Turner,Berylsimpsonia vanillosma,Proustia vanillosma C.Wright,Proustia vanillosma,Berylsimpsonia,Proustia
776,Senecio scrobicaria DC.,Scrobicaria ilicifolia (L.f.) B.Nord.,Scrobicaria ilicifolia (L.f.) B.Nord.,Scrobicaria ilicifolia (L.f.) B.Nord.,Scrobicaria ilicifolia,Senecio scrobicaria DC.,Senecio scrobicaria,Scrobicaria,Senecio
798,Senecio candidissimus Greene,Packera candidissima (Greene) W.A.Weber & Á.Löve,Packera candidissima (Greene) W.A.Weber & Á.Löve,Packera candidissima (Greene) W.A.Weber & Á.Löve,Packera candidissima,Senecio candidissimus Greene,Senecio candidissimus,Packera,Senecio
812,Gerbera maxima Beauverd,Oreoseris maxima (D.Don) X.D.Xu & W.Zheng,Oreoseris maxima (D.Don) X.D.Xu & W.Zheng,Oreoseris maxima (D.Don) X.D.Xu & W.Zheng,Oreoseris maxima,Gerbera maxima Beauverd,Gerbera maxima,Oreoseris,Gerbera
910,Bidens hivoana O.Deg. & Sherff,Oparanthus hivoanus (O.Deg. & Sherff) R.K.Shannon & W.L.Wagner,Oparanthus hivoanus (O.Deg. & Sherff) R.K.Shannon & W.L.Wagner,Oparanthus hivoanus (O.Deg. & Sherff) R.K.Shannon & W.L.Wagner,Oparanthus hivoanus,Bidens hivoana O.Deg. & Sherff,Bidens hivoana,Oparanthus,Bidens
974,Centaurea chilensis Bertero ex Hook. & Arn.,Plectocephalus chilensis G.Don ex Loudon,Plectocephalus chilensis G.Don ex Loudon,Plectocephalus chilensis G.Don ex Loudon,Plectocephalus chilensis,Centaurea chilensis Bertero ex Hook. & Arn.,Centaurea chilensis,Plectocephalus,Centaurea
977,Cacalia jugalis Kuntze,Ambassa hochstetteri Steetz,Ambassa hochstetteri Steetz,Ambassa hochstetteri Steetz,Ambassa hochstetteri,Vernonia hochstetteri var. hochstetteri ,Vernonia hochstetteri,Ambassa,Vernonia
1005,Cacalia candolleana Kuntze,Vernonia conyzoides DC.,Vernonia conyzoides DC.,Cyanthillium conyzoides (DC.) H.Rob.,Cyanthillium conyzoides,Vernonia candolleana Wight & Arn.,Vernonia candolleana,Cyanthillium,Vernonia
1123,Cnicus polyanthemus L.,Carduus collinus subsp. collinus ,Carduus collinus subsp. collinus ,Carduus collinus subsp. collinus ,Carduus collinus,Cirsium polyanthemon Spreng.,Cirsium polyanthemon,Carduus,Cirsium
1128,Kentrophyllum elatum Gasp.,Carthamus arborescens L.,Carthamus arborescens L.,Phonus arborescens (L.) G.López,Phonus arborescens,Carthamus lanatus L.,Carthamus lanatus,Phonus,Carthamus
1241,Senecio porphyranthus Schischk.,Tephroseris porphyrantha (Sisk.) Holub,Tephroseris porphyrantha (Sisk.) Holub,Tephroseris porphyrantha (Sisk.) Holub,Tephroseris porphyrantha,Senecio porphyranthus Schischk.,Senecio porphyranthus,Tephroseris,Senecio
1296,Ageratina purpusii (Brandegee) R.M.King & H.Rob.,Ageratina grandifolia (Regel) R.M.King & H.Rob.,Ageratina grandifolia (Regel) R.M.King & H.Rob.,Ageratina grandifolia (Regel) R.M.King & H.Rob.,Ageratina grandifolia,Fleischmannia purpusii R.M.King & H.Rob.,Fleischmannia purpusii,Ageratina,Fleischmannia
1304,Vernonia andersonii A.Henry,Decaneuropsis gratiosa (Hance) H.Rob. & Skvarla,Decaneuropsis gratiosa (Hance) H.Rob. & Skvarla,Decaneuropsis gratiosa (Hance) H.Rob. & Skvarla,Decaneuropsis gratiosa,Vernonia gratiosa Hance,Vernonia gratiosa,Decaneuropsis,Vernonia
1384,Viguiera bombycina S.F.Blake,Davilanthus sericeus (Klatt) E.E.Schill. & Panero,Davilanthus sericeus (Klatt) E.E.Schill. & Panero,Davilanthus sericeus (Klatt) E.E.Schill. & Panero,Davilanthus sericeus,Viguiera bombycina S.F.Blake,Viguiera bombycina,Davilanthus,Viguiera
1408,Prenanthes alliariifolia DC.,Melanoseris brunoniana (Wall. ex DC.) N.Kilian & Ze H.Wang,Melanoseris brunoniana (Wall. ex DC.) N.Kilian & Ze H.Wang,Melanoseris brunoniana (Wall. ex DC.) N.Kilian & Ze H.Wang,Melanoseris brunoniana,Lactuca brunoniana (Wall. ex DC.) C.B.Clarke,Lactuca brunoniana,Melanoseris,Lactuca
1414,Conyza discolor Bory ex DC.,Pericallis appendiculata (L.f.) B.Nord.,Pericallis appendiculata (L.f.) B.Nord.,Pericallis appendiculata (L.f.) B.Nord.,Pericallis appendiculata,Senecio appendiculatus L.f.,Senecio appendiculatus,Pericallis,Senecio
1441,Stoebe rhinocerotis L.f.,Elytropappus rhinocerotis Less.,Elytropappus rhinocerotis Less.,Elytropappus rhinocerotis Less.,Elytropappus rhinocerotis,Dicerothamnus rhinocerotis (L.f.) Koek.,Dicerothamnus rhinocerotis,Elytropappus,Dicerothamnus
1462,Tripterachaenium humile Kuntze,Osteospermum scariosum subsp. scariosum ,Osteospermum scariosum subsp. scariosum ,Osteospermum scariosum DC.,Osteospermum scariosum,Tripteris aghillana var. aghillana ,Tripteris aghillana,Osteospermum,Tripteris
1474,Artemisia mutabilis Salisb.,Seriphidium santonicum subsp. santonicum ,Seriphidium santonicum subsp. santonicum ,Seriphidium santonicum subsp. santonicum ,Seriphidium santonicum,Artemisia santonicum L.,Artemisia santonicum,Seriphidium,Artemisia
1511,Haplopappus inuloides Torr. & A.Gray,Pyrrocoma uniflora (Hook.) Greene,Pyrrocoma uniflora (Hook.) Greene,Pyrrocoma uniflora (Hook.) Greene,Pyrrocoma uniflora,Haplopappus inuloides Torr. & A.Gray,Haplopappus inuloides,Pyrrocoma,Haplopappus
1538,Saussurea fastuosa (Decne.) Sch.Bip.,Shangwua denticulata (DC.) Raab-Straube & Yu J.Wang,Shangwua denticulata (DC.) Raab-Straube & Yu J.Wang,Shangwua denticulata (DC.) Raab-Straube & Yu J.Wang,Shangwua denticulata,Saussurea fastuosa (Decne.) Sch.Bip.,Saussurea fastuosa,Shangwua,Saussurea
1541,Chrysanthemum ramosum (C.C.Chang) H.Ohashi & Yonek.,Ajania ramosa (Chang) C.Shih,Ajania ramosa (Chang) C.Shih,Ajania ramosa (Chang) C.Shih,Ajania ramosa,Chrysanthemum ramosum (C.C.Chang) H.Ohashi & Yonek.,Chrysanthemum ramosum,Ajania,Chrysanthemum
1560,Conyza pinnata (L.f.) Kuntze,Nidorella pinnata (L.f.) J.C.Manning & Goldblatt,Nidorella pinnata (L.f.) J.C.Manning & Goldblatt,Nidorella pinnata (L.f.) J.C.Manning & Goldblatt,Nidorella pinnata,Conyza pinnata (L.f.) Kuntze,Conyza pinnata,Nidorella,Conyza
1636,Vernonia polyanthes Less.,Vernonanthura phosphorica (Vell.) H.Rob.,Vernonanthura phosphorica (Vell.) H.Rob.,Vernonanthura phosphorica (Vell.) H.Rob.,Vernonanthura phosphorica,Vernonia polyanthes Less.,Vernonia polyanthes,Vernonanthura,Vernonia
1695,Doronicum spinulosum Lam.,Capelio tabularis (Thunb.) B.Nord.,Capelio tabularis (Thunb.) B.Nord.,Capelio tabularis (Thunb.) B.Nord.,Capelio tabularis,Gerbera crocea Kuntze,Gerbera crocea,Capelio,Gerbera
1723,Centaurea chlorantha Adams ex Ledeb.,Centaurea montana L.,Centaurea montana L.,Centaurea montana L.,Centaurea montana,Cheirolophus sempervirens Pomel,Cheirolophus sempervirens,Centaurea,Cheirolophus
1746,Gnaphalium sandwicensium Gaudich.,Pseudognaphalium sandwicensium (Gaudich.) Anderb.,Pseudognaphalium sandwicensium (Gaudich.) Anderb.,Pseudognaphalium sandwicensium (Gaudich.) Anderb.,Pseudognaphalium sandwicensium,Gnaphalium sandwicensium Gaudich.,Gnaphalium sandwicensium,Pseudognaphalium,Gnaphalium
1767,Wedelia cordata Hook. & Arn.,Hymenostephium cordatum S.F.Blake,Hymenostephium cordatum S.F.Blake,Hymenostephium cordatum S.F.Blake,Hymenostephium cordatum,Viguiera cordata (Hook. & Arn.) D'Arcy,Viguiera cordata,Hymenostephium,Viguiera
1770,Senecio trixioides Greenm.,Hoehnephytum trixoides (Gardner) Cabrera,Hoehnephytum trixoides (Gardner) Cabrera,Hoehnephytum trixoides (Gardner) Cabrera,Hoehnephytum trixoides,Pseudogynoxys chenopodioides (Kunth) Cabrera,Pseudogynoxys chenopodioides,Hoehnephytum,Pseudogynoxys
1782,Cacalia blumeodes Kuntze,Orbivestus blumeoides (Hook.f.) Isawumi,Orbivestus blumeoides (Hook.f.) Isawumi,Orbivestus blumeoides (Hook.f.) Isawumi,Orbivestus blumeoides,Vernonia blumeoides Hook.f.,Vernonia blumeoides,Orbivestus,Vernonia
1801,Saussurea karategina Lipsky,Jurinea karategina (Lipsky) O.Fedtsch.,Jurinea karategina (Lipsky) O.Fedtsch.,Jurinea karategina (Lipsky) O.Fedtsch.,Jurinea karategina,Ptilostemon karateginii (Lipsky) Iljin,Ptilostemon karateginii,Jurinea,Ptilostemon
1884,Chamaemelum tetragonospermum F.Schmidt,Tripleurospermum tetragonospermum (F.Schmidt) Pobed.,Tripleurospermum tetragonospermum (F.Schmidt) Pobed.,Tripleurospermum tetragonospermum (F.Schmidt) Pobed.,Tripleurospermum tetragonospermum,Matricaria tetragonosperma (F.Schmidt) Hara & Kitam.,Matricaria tetragonosperma,Tripleurospermum,Matricaria
1918,Aequatorium tovarii H.Rob. & Cuatrec.,Nordenstamia tovarii (H.Rob. & Cuatrec.) B.Nord.,Nordenstamia tovarii (H.Rob. & Cuatrec.) B.Nord.,Nordenstamia tovarii (H.Rob. & Cuatrec.) B.Nord.,Nordenstamia tovarii,Aequatorium tovarii H.Rob. & Cuatrec.,Aequatorium tovarii,Nordenstamia,Aequatorium
1932,Aster graminifolius Pursh,Erigeron hyssopifolius Michx.,Erigeron hyssopifolius Michx.,Erigeron hyssopifolius Michx.,Erigeron hyssopifolius,Nidorella foetida (L.) DC.,Nidorella foetida,Erigeron,Nidorella
1968,Hieracium melanophaeum (Nägeli & Peter) Prain,Pilosella piloselloides subsp. praealta (Gochnat) S.Bräut. & Greuter,Pilosella piloselloides subsp. praealta (Gochnat) S.Bräut. & Greuter,Pilosella piloselloides subsp. praealta (Gochnat) S.Bräut. & Greuter,Pilosella piloselloides,Hieracium chondrillifolium subsp. melanophaeum (Nägeli & Peter) Zahn,Hieracium chondrillifolium,Pilosella,Hieracium
2001,Vernonia arborescens (L.) Sw.,Lepidaploa arborescens (L.) H.Rob.,Lepidaploa arborescens (L.) H.Rob.,Lepidaploa arborescens (L.) H.Rob.,Lepidaploa arborescens,Vernonia arborescens (L.) Sw.,Vernonia arborescens,Lepidaploa,Vernonia
2008,Conyza dunniana H.Lév.,Eschenbachia blinii (H.Lév.) Brouillet,Eschenbachia blinii (H.Lév.) Brouillet,Eschenbachia blinii (H.Lév.) Brouillet,Eschenbachia blinii,Conyza blinii H.Lév.,Conyza blinii,Eschenbachia,Conyza
2022,Cephalorrhynchus polycladus (Boiss.) Kirp.,"Melanoseris polyclada (Boiss.) Akhani, N.Kilian & Sennikov","Melanoseris polyclada (Boiss.) Akhani, N.Kilian & Sennikov","Melanoseris polyclada (Boiss.) Akhani, N.Kilian & Sennikov",Melanoseris polyclada,Lactuca polyclada Boiss.,Lactuca polyclada,Melanoseris,Lactuca
2027,Filago tenuifolia C.Presl,Logfia gallica Coss. & Germ.,Logfia gallica Coss. & Germ.,Logfia gallica Coss. & Germ.,Logfia gallica,Filago gallica L.,Filago gallica,Logfia,Filago
2048,Lactuca sikkimensis (Hook.f.) Stebbins,Melanoseris violifolia (Decne.) N.Kilian,Melanoseris violifolia (Decne.) N.Kilian,Melanoseris violifolia (Decne.) N.Kilian,Melanoseris violifolia,Lactuca sikkimensis (Hook.f.) Stebbins,Lactuca sikkimensis,Melanoseris,Lactuca
2098,Chrysanthemum grandiflorum (Desf.) Dum.Cours.,Tanacetum balsamita L.,Tanacetum balsamita L.,Tanacetum balsamita L.,Tanacetum balsamita,Plagius grandis (L.) Alavi & Heywood,Plagius grandis,Tanacetum,Plagius
2155,Scorzonera lasiospora Boiss. & Balansa,Scorzonera latifolia DC.,Scorzonera latifolia DC.,Scorzonera latifolia DC.,Scorzonera latifolia,"Gelasia latifolia (Fisch. & C.A.Mey.) Zaika, Sukhor. & N.Kilian",Gelasia latifolia,Scorzonera,Gelasia
2161,Cacalia rhaponticodes Kuntze,Centauropsis rhaponticoides Drake,Centauropsis rhaponticoides Drake,Centauropsis rhaponticoides Drake,Centauropsis rhaponticoides,Vernonia rhaponticoides Baker,Vernonia rhaponticoides,Centauropsis,Vernonia
2185,Lactuca virgata Tausch,Launaea intybacea (Jacq.) Beauverd,Launaea intybacea (Jacq.) Beauverd,Launaea intybacea (Jacq.) Beauverd,Launaea intybacea,Lactuca saligna L.,Lactuca saligna,Launaea,Lactuca
2220,Leibnitzia pusilla (Wall. ex DC.) S.Gould ex Kitam. & Gould,Oreoseris gossypina (Royle) X.D.Xu & V.A.Funk,Oreoseris gossypina (Royle) X.D.Xu & V.A.Funk,Oreoseris gossypina (Royle) X.D.Xu & V.A.Funk,Oreoseris gossypina,Leibnitzia pusilla (Wall. ex DC.) S.Gould ex Kitam. & Gould,Leibnitzia pusilla,Oreoseris,Leibnitzia
2245,Tanacetum karataviense Kovalevsk.,Tanacetopsis karataviensis (Kovalevsk.) Kovalevsk.,Tanacetopsis karataviensis (Kovalevsk.) Kovalevsk.,Tanacetopsis karataviensis (Kovalevsk.) Kovalevsk.,Tanacetopsis karataviensis,Tanacetum karataviense Kovalevsk.,Tanacetum karataviense,Tanacetopsis,Tanacetum
2353,Helichrysum leptolepis DC.,Leiocarpa leptolepis (DC.) Paul G.Wilson,Leiocarpa leptolepis (DC.) Paul G.Wilson,Leiocarpa leptolepis (DC.) Paul G.Wilson,Leiocarpa leptolepis,Helichrysum candolleanum H.Buek,Helichrysum candolleanum,Leiocarpa,Helichrysum
2377,Gnaphalium heteroides Klatt,Gnaphalium palustre Nutt.,Gnaphalium palustre Nutt.,Gnaphalium palustre Nutt.,Gnaphalium palustre,Gamochaeta stagnalis (I.M.Johnst.) Anderb.,Gamochaeta stagnalis,Gnaphalium,Gamochaeta
2396,Inula asperrima Edgew.,Duhaldea nervosa (Wall. ex DC.) Anderb.,Duhaldea nervosa (Wall. ex DC.) Anderb.,Duhaldea nervosa (Wall. ex DC.) Anderb.,Duhaldea nervosa,Inula nervosa Wall. ex DC.,Inula nervosa,Duhaldea,Inula
2525,Agathyrsus plumieri D.Don,Cicerbita plumieri Kirschl.,Cicerbita plumieri Kirschl.,Cicerbita plumieri Kirschl.,Cicerbita plumieri,Lactuca plumieri Gren. & Godr.,Lactuca plumieri,Cicerbita,Lactuca
2589,Vernonia eminii O.Hoffm.,Inula eminii O.Hoffm.,Inula eminii O.Hoffm.,Inula eminii O.Hoffm.,Inula eminii,Vernonia eminii O.Hoffm.,Vernonia eminii,Inula,Vernonia
2599,Vernonia hoveifolia Gardner,Lessingianthus hoveaefolius (Gardner) H.Rob.,Lessingianthus hoveaefolius (Gardner) H.Rob.,Lessingianthus hoveaefolius (Gardner) H.Rob.,Lessingianthus hoveaefolius,Vernonia hoveifolia Gardner,Vernonia hoveifolia,Lessingianthus,Vernonia
2629,Stylesia ambrosioides (Lag.) Nutt.,Eriophyllum ambrosiodes Kuntze,Eriophyllum ambrosiodes Kuntze,Eriophyllum ambrosiodes Kuntze,Eriophyllum ambrosiodes,Bahia ambrosioides Lag.,Bahia ambrosioides,Eriophyllum,Bahia
2775,Cacalia cylindrica Lam.,Crassothonna cylindrica (Lam.) B.Nord.,Crassothonna cylindrica (Lam.) B.Nord.,Crassothonna cylindrica (Lam.) B.Nord.,Crassothonna cylindrica,Othonna cylindrica DC.,Othonna cylindrica,Crassothonna,Othonna
2780,Filago parvula Torr. & A.Gray,Filago californica Nutt.,Filago californica Nutt.,Filago californica Nutt.,Filago californica,Logfia filaginoides (Hook. & Arn.) Morefield,Logfia filaginoides,Filago,Logfia
2832,Conyza coronopifolia Kunth,Erigeron variifolius S.F.Blake,Erigeron variifolius S.F.Blake,Erigeron variifolius S.F.Blake,Erigeron variifolius,Conyza coronopifolia Kunth,Conyza coronopifolia,Erigeron,Conyza
2870,Pluchea crenata Quézel,Microglossa pyrrhopappa (A.Rich.) Agnew,Microglossa pyrrhopappa (A.Rich.) Agnew,Microglossa pyrrhopappa (A.Rich.) Agnew,Microglossa pyrrhopappa,Conyza pyrrhopappa Sch.Bip. ex A.Rich.,Conyza pyrrhopappa,Microglossa,Conyza
2953,Amberboa carthamoides DC.,Leuzea carthamoides subsp. carthamoides ,Leuzea carthamoides subsp. carthamoides ,Leuzea carthamoides subsp. carthamoides ,Leuzea carthamoides,Centaurea albonitens Turrill,Centaurea albonitens,Leuzea,Centaurea
2972,Cineraria caspica Pers.,Jacobaea racemosa subsp. racemosa ,Jacobaea racemosa subsp. racemosa ,Jacobaea racemosa subsp. racemosa ,Jacobaea racemosa,Senecio racemosus (M.Bieb.) DC.,Senecio racemosus,Jacobaea,Senecio
2973,Verbesina szyszylowiczii Hieron.,Tithonia rotundifolia S.F.Blake,Tithonia rotundifolia S.F.Blake,Tithonia rotundifolia S.F.Blake,Tithonia rotundifolia,Verbesina szyszylowiczii Hieron.,Verbesina szyszylowiczii,Tithonia,Verbesina
2977,Logfia lanceolata Cass.,Logfia minima Dumort.,Logfia minima Dumort.,Logfia minima Dumort.,Logfia minima,Filago arvensis L.,Filago arvensis,Logfia,Filago
3016,Hieracium semiglabratum Comm. ex Fr.,Pilosella semiglabrata Sch.Bip. & F.W.Schultz,Pilosella semiglabrata Sch.Bip. & F.W.Schultz,Pilosella semiglabrata Sch.Bip. & F.W.Schultz,Pilosella semiglabrata,Hieracium commersonii Monnier,Hieracium commersonii,Pilosella,Hieracium
3042,Cirsium lamyroides Tamamsch.,Lamyropsis macracantha (Schrenk) Dittrich,Lamyropsis macracantha (Schrenk) Dittrich,Lamyropsis macracantha (Schrenk) Dittrich,Lamyropsis macracantha,Cirsium lamyroides Tamamsch.,Cirsium lamyroides,Lamyropsis,Cirsium
3067,Gerbera pusilla (Wall. ex DC.) Goel & U.C.Bhattach.,Oreoseris gossypina (Royle) X.D.Xu & V.A.Funk,Oreoseris gossypina (Royle) X.D.Xu & V.A.Funk,Oreoseris gossypina (Royle) X.D.Xu & V.A.Funk,Oreoseris gossypina,Leibnitzia pusilla (Wall. ex DC.) S.Gould ex Kitam. & Gould,Leibnitzia pusilla,Oreoseris,Leibnitzia
3086,Aster erucifolius (Thell.) W.Lippert,Afroaster erucifolius (Thell.) J.C.Manning & Goldblatt,Afroaster erucifolius (Thell.) J.C.Manning & Goldblatt,Afroaster erucifolius (Thell.) J.C.Manning & Goldblatt,Afroaster erucifolius,Aster erucifolius (Thell.) W.Lippert,Aster erucifolius,Afroaster,Aster
3125,Eclipta arabica Steud.,Eclipta prostrata Lour.,Eclipta prostrata Lour.,Blainvillea acmella (L.) Philipson,Blainvillea acmella,Eclipta prostrata (L.) L.,Eclipta prostrata,Blainvillea,Eclipta
3194,Centaurea nitens M.Bieb.,Callicephalus nitens (M.Bieb. ex Willd.) C.A.Mey.,Callicephalus nitens (M.Bieb. ex Willd.) C.A.Mey.,Callicephalus nitens (M.Bieb. ex Willd.) C.A.Mey.,Callicephalus nitens,Centaurea nitens M.Bieb.,Centaurea nitens,Callicephalus,Centaurea
3206,Zollikoferiastrum polycladum (Boiss.) Kamelin,"Melanoseris polyclada (Boiss.) Akhani, N.Kilian & Sennikov","Melanoseris polyclada (Boiss.) Akhani, N.Kilian & Sennikov","Melanoseris polyclada (Boiss.) Akhani, N.Kilian & Sennikov",Melanoseris polyclada,Lactuca polyclada Boiss.,Lactuca polyclada,Melanoseris,Lactuca
3211,Gynura dichotoma Turcz.,Gynura aurantiaca subsp. aurantiaca ,Gynura aurantiaca subsp. aurantiaca ,Gynura aurantiaca subsp. aurantiaca ,Gynura aurantiaca,Crassocephalum vitellinum S.Moore,Crassocephalum vitellinum,Gynura,Crassocephalum
3353,Erigeron myosotis J.Rémy,Erigeron myosotis Pers.,Erigeron myosotis Pers.,Erigeron myosotis Pers.,Erigeron myosotis,Inula ciliaris (Miq.) Maxim.,Inula ciliaris,Erigeron,Inula
